id,label,obsolete
CadDrawing,A_full,0
CadPart,B_full,0
CadAssembly,B_full,0
Project,PRO_full,0
CmEco,ECO_full,0
CmPre,PRE_full,0
CmHom,HOM_full,0
CmSample,SAM_full,0
CmComm,COM_full,0
